Gene	P-value
RP11-333A23.4	5.664509641607541e-09
STAU2	0.07513746193988496
RP11-116B19.2	0.010069685198446475
UBE2W	0.02292094942290845
TMEM70	0.07119770652864905
LY96	0.04464933813793998
RP11-6I2.3	0.03414015361623573
RP1-16A9.1	0.02687516075458402
RP11-730G20.2	0.05354903548461896
PEX2	0.043099189426765834
PKIA-AS1	0.015602721674453054
PAG1	0.0519951102012423
RP11-1149M10.2	0.0600696560063805
RP11-363E6.1	0.09656979347610702
RP11-363E6.4	0.04510181040460147
SNX16	0.052818093432125866
PSKH2	0.032384373231256744
OSGIN2	0.062485587511609784
NBN	0.0005948320289725406
LINC00534	0.09168028580208977
NECAB1	0.027074554516168976
TMEM55A	0.02917449169138756
OTUD6B-AS1	0.046337316543442274
CTD-3239E11.2	0.036865635359659636
TRIQK	0.03323324820538983
FAM92A	0.035514682998845436
CTD-2006H14.2	0.01374757502351296
RP11-10N23.2	0.07747005843548294
RBM12B	0.04551403165611276
INTS8	0.01723272155844431
CCNE2	0.014511120947010837
RP11-347C18.1	0.020678797880917223
NDUFAF6	0.009384510366291177
TP53INP1	0.006627637713153537
PLEKHF2	0.004880452364440467
PTDSS1	0.051538371636362906
SDC2	0.054849604523717684
LAPTM4B	0.002942986307311276
RPS23P1	0.08303642083382695
STK3	0.013649201121084021
RNU6-748P	0.09168028580208977
RP11-410L14.2	0.0894888262043027
RP11-410L14.1	0.04789858081602415
SPAG1	0.06296436913227392
PABPC1	0.014050270160881314
RP11-521I2.3	0.09168028580208977
RRM2B	0.020718939263624135
UBR5-AS1	0.008502128414526387
KB-431C1.5	0.076550478631578
KB-1507C5.4	0.030661578610917443
ATP6V1C1	0.014313341292834757
MTND1P5	0.04979673469289905
RP11-1C8.6	0.06564940160783067
PGAM1P13	0.06501222593474075
EMC2	0.007695718596075565
PKHD1L1	0.0600696560063805
EIF3H	0.019493779967289272
RAD21	0.09275596960370633
EXT1	0.013649201121084021
RP11-760H22.2	0.04458334348030848
FAM83A	0.09959170819734882
FBXO32	0.030822955973182155
TMEM65	0.008885534225097596
CCAT2	0.04312661861900455
GSDMC	0.02552349090569449
FAM49B	0.023128826308391397
RNU7-181P	0.051538371636362906
LRRC6	0.007432508633983021
TMEM71	0.003277697225305943
PHF20L1	0.07375863900012537
SLA	0.05422391574788821
TRAPPC9	0.09187838744211818
PEG13	0.06185320829845218
CHRAC1	0.003518469199890706
CTD-3064M3.3	0.020438799710911854
TSNARE1	0.09970402525109022
ADGRB1	0.030930762527946278
LYPD2	0.03868387297933527
C8orf31	0.018058637345316455
ZNF696	0.03403673141733945
RHPN1-AS1	0.043638738839501645
RP11-909N17.2	0.008203960010596383
MAFA-AS1	0.0061487188723728685
RP11-661A12.9	0.014425261924502837
ZNF623	0.07759099266074201
ZNF707	0.05082163904037201
SCRIB	0.08979804550355286
PUF60	0.003518469199890706
EPPK1	0.027911557801438187
SMPD5	0.09678944694894187
OPLAH	3.236337088071452e-05
EXOSC4	0.054849604523717684
SHARPIN	0.003077312951643978
MAF1	0.03560279355523155
MROH1	0.05769002885670465
BOP1	0.08176896809028766
HSF1	7.982836152298846e-05
DGAT1	0.026989763974557095
SLC52A2	0.004904463740131806
FBXL6	0.00900124282955337
CPSF1	0.009723539937317009
VPS28	0.025876522471856806
KIFC2	0.053558201405075036
PPP1R16A	0.09679598960044447
C8orf82	0.0056667513709935426
ZNF34	0.04317650104701865
RPL8	0.03407539275760132
ZNF7	0.029491986752463558
ZNF250	0.07406517480781623
ZNF252P	0.004714252819098193
PLPP6	0.02608436902284504
CDC37L1	0.0902156609873968
JAK2	0.005170196173135613
MTCO1P11	0.007494143619708625
MTCO3P11	0.008203960010596383
TCF3P1	0.01682256983855318
IGHEP2	0.058821766855485576
PLGRKT	0.05858143855550636
CD274	0.0010697688885791124
PDCD1LG2	0.03697230629374762
PTPRD-AS1	0.056072503653326417
LURAP1L	0.05668859605180219
PSIP1	0.01402918658282702
HACD4	0.021998458221242956
IFNA14	0.09168028580208977
CDKN2B	0.03975270422563701
LINGO2	0.04919336144273835
SLC25A6P2	0.0725089688986817
DDX58	0.02245468501646257
TOPORS	0.04112676307588838
CHMP5	0.02865904089315986
RP11-571F15.3	0.09817658919448341
ENHO	0.028372329447875343
GALT	0.00622908798439574
CCL27	0.07027688094561893
TESK1	0.004044674606533306
CCDC107	0.04412706784271673
CREB3	0.0041928105718271455
ZCCHC7	0.0017942519280490755
GRHPR	0.008502128414526387
CNTNAP3	0.000986808559211105
RBM17P1	0.010006032919218973
RP11-347J14.7	0.042619857029765305
ZNF658B	0.03354290420759146
RP11-204M4.3	0.03846693948304373
FAM95B1	0.033239273856820906
CBWD7	0.011515957611975096
PTGER4P2-CDK2AP2P2	0.0006662659676573779
CNTNAP3B	0.0005809928430954538
CYP4F60P	0.09328930788975034
FAM74A6	0.04087100134747124
RP11-144A16.8	0.0011552154390869953
RP11-101E5.1	0.007598957746247293
CH17-296N19.1	0.07467232151611826
RP11-111F5.2	0.09309472868452055
LINC01410	0.010791820637040657
AQP7P1	0.004403019928451096
BMS1P10	1.9535636174055553e-08
RP11-764K9.1	0.08602945333206853
DUX4L50	0.09885171932511881
SNX18P9	0.0463268083620461
CYP4F25P	0.03982701892459603
BMS1P13	0.07787203603777301
ANKRD20A3	0.04267026549362392
ZNF658	0.09284933570897974
FAM27E3	0.017048872152116975
CBWD3	0.004501736044175851
TMEM252	0.010183409516179508
RP11-274B18.3	0.06983404873809011
APBA1	0.07389970682388138
PTAR1	0.006663310795848928
SMC5	0.05012457438802934
RP11-217F16.1	0.09990388647649659
TRPM6	0.06757948420633206
NMRK1	0.00824336737099929
RP11-214N16.2	0.09685553967931827
PRUNE2	0.046224007548226025
GNAQ	0.047146297810424606
KRT18P24	0.04399410159072247
FRMD3	0.04551403165611276
RP11-575L7.8	0.02521826115398479
RMI1	0.01594301449750268
AGTPBP1	0.03638952725209582
ZCCHC6	0.013912003889134321
CTSL	0.08854160701640401
UNQ6494	0.0037108253255759963
SPTLC1	0.013649201121084021
NOL8	0.058131730836577036
RP11-165J3.6	0.09348300588794485
RP11-2B6.2	0.0971242859376732
MFSD14B	0.051371332377608395
FBP1	0.06619587604294748
ERCC6L2	0.01738640067789773
SLC35D2	0.0062194977628589115
RP11-498P14.3	0.015424423643293767
TDRD7	0.0735530598468236
TGFBR1	0.0582774787796281
ZNF189	0.040344662032761366
RP11-217B7.3	0.020089334067288665
SLC44A1	0.06142693158734959
FSD1L	0.07393445974405277
FAM206A	0.0877110646304647
RP11-406O23.2	0.05181278455863047
TXN	0.09885171932511881
DNAJC25	0.014313341292834757
GNG10	0.0022200975325498066
C9orf84	0.017208599486967527
RP11-430K21.2	0.07583612586779781
UGCG	0.010456616921378078
HSDL2	0.006706912698359493
KIAA1958	0.021451795595674283
RP11-168K11.2	0.07933537817660118
TLR4	0.02935376967291038
CDK5RAP2	0.02997293021801261
MEGF9	0.0646469150251593
PHF19	0.009352206267475007
CNTRL	0.009384510366291177
RAB14	0.020089334067288665
RP11-498E2.9	0.0880137251042205
ZBTB6	0.08577774862411298
RP11-355O1.11	0.04591358702193754
NEK6	0.060150413956383986
ADGRD2	0.07415576194852733
OLFML2A	0.02853077046222628
PRPS1P2	0.056430402265611745
MAPKAP1	0.0798413921132151
ZBTB34	0.016350622937071433
SLC2A8	0.08602310151823178
FAM129B	0.007494143619708625
CDK9	0.006463655089338126
FPGS	0.042619857029765305
AK1	0.007494143619708625
ST6GALNAC6	0.040344662032761366
NAIF1	0.06252837642319387
PTGES2	0.04165064388409934
C9orf16	0.019485622384834183
CIZ1	0.0032555035604307438
COQ4	0.03381918521878572
URM1	0.0056667513709935426
CERCAM	0.021998458221242956
SH3GLB2	0.007364594400185427
MIGA2	0.018493558329159335
PTPA	0.062343194397820996
IER5L	0.05510331059062513
RP11-247A12.2	0.0908835773676159
NTMT1	0.02857997379020595
ASB6	0.05716294129743998
PTGES	0.019354336914202297
ABL1	0.03987134207692636
RNU6-881P	0.07945348928306115
POMT1	0.010515453216793397
RAPGEF1	0.022710086382680274
MED27	0.0028102765583772676
TTF1	0.086112436951133
GTF3C5	0.020249610757151613
RPL7A	0.023015390956742193
SURF2	0.005979412776597793
SURF4	0.06458772439238368
SLC2A6	0.026282141854034824
ADAMTSL2	0.04785846609939043
DBH	0.08321064463586186
DBH-AS1	0.024949959614046464
COL5A1	0.09577404764413691
OLFM1	0.005549834083427722
MRPS2	0.07110529647929012
DNLZ	0.021662482611598515
SDCCAG3	0.07678226249709634
PMPCA	0.026554844953575792
FAM69B	0.07701025067837815
RABL6	0.020190300720854627
C9orf172	0.06331892222936114
PHPT1	0.02103398723599596
EDF1	0.001858126087284869
FBXW5	0.014307708447664257
PTGDS	1.813100770049446e-05
LCNL1	0.00027587934337018144
C9orf142	0.04553687435837441
CLIC3	0.05627897889532756
MAN1B1	0.011237240693073082
DPP7	0.036798212340187784
ANAPC2	0.0026783883191452288
SSNA1	0.04453337902214233
NELFB	0.0037374214824888318
EXD3	0.0383430254624809
NSMF	0.020089334067288665
MRPL41	0.04676361976331832
ARRDC1-AS1	0.044315910424884114
EHMT1	0.0847203427664999
TUBBP5	0.061625602476990025
IDI1	0.020023742495379734
WDR37	0.045770517242818075
PFKP	0.01291227703661177
RP11-184A2.3	0.0980588106660524
RP11-184A2.2	0.0384925001522773
RP11-445P17.3	0.06678349081888324
RP11-336A10.4	0.014472785373021354
RP11-414H17.5	0.00946975593399807
RP11-563J2.3	0.07787203603777301
TAF3	0.08181702373227048
GATA3-AS1	0.07664746422911653
CELF2	0.01598890688925599
CELF2-AS1	0.09093374224345525
RP11-138I18.2	0.0899738836724446
ECHDC3	0.023128826308391397
UPF2	0.027311982042078298
DHTKD1	0.009972084758573013
SEC61A2	0.017208599486967527
NUDT5	0.09237192871488023
RP11-186N15.3	0.07002751830372576
BEND7	7.98692303836183e-06
HSPA14	0.09639116221372465
SUV39H2	0.08482709160202216
OLAH	0.012503807124821055
ACBD7	0.02948931300545612
MINDY3	0.058131730836577036
TRDMT1	0.059549587792475295
VIM-AS1	0.005172817327434323
PRPF38AP2	0.06382746366253748
AC069542.1	0.059006086866475856
TMEM236	0.02997293021801261
RP11-275N1.1	0.07087177073846043
SPAG6	0.007975930161645738
RP11-301N24.3	0.07324946107186349
OTUD1	0.0028140306144993936
THNSL1	0.0011552154390869953
LINC00202-2	0.007195282827621298
RP13-16H11.8	0.019869003999489817
PDSS1	0.010802075761813053
ABI1	0.052057826577420745
RAB18	0.02126723554914864
MPP7	0.012120475454817566
SVIL-AS1	0.07188782026893929
SVIL	0.013223665168778174
RP11-449I17.9	0.069294214269872
ZNF438	0.00903816864627907
RP11-330O11.3	0.007598957746247293
DDX10P1	0.03665470707734442
ZEB1-AS1	0.06221786309551083
KIF5B	0.07004706559895126
RPS4XP11	0.025502699443312807
PARD3	0.04040774526343603
ZNF248	0.08758366038637107
ZNF33A	0.013760543779652998
HSD17B7P2	0.07800494602410275
CSGALNACT2	0.023015390956742193
RASGEF1A	0.01389313184386349
ZNF487	0.0059919044770292
RP11-517P14.7	0.06682488595525143
ZNF485	0.022052420080541563
TMEM72	0.06185320829845218
RP11-285G1.9	0.07699006099605968
RASSF4	0.017402035482698804
C10orf25	0.0546151540390301
OR13A1	0.07833596424327906
RP11-67C2.2	0.038689783124133
IPMK	0.014412636996158273
UBE2D1	0.0026664468783907823
TFAM	0.01402918658282702
RP11-120C12.3	0.0032555035604307438
NRBF2	0.0064736684966470006
JMJD1C	0.05253115018083429
HERC4	0.0016018426931765873
PBLD	0.07699006099605968
SRGN	0.059549587792475295
RP11-343J3.2	0.0684789019368532
H2AFY2	0.009907717772965646
MCU	0.04687341896703839
MIR4676	0.08124049435665134
ECD	0.018391123217149405
DNAJC9-AS1	0.014511120947010837
CFAP70	0.08116331034239042
FUT11	0.09955780621001269
VDAC2	0.0006253926289649451
KCNMA1-AS1	0.08481938843992004
POLR3A	0.09086013510932711
SFTPD	0.049365416166945376
SH2D4B	0.044151313091145526
CDHR1	0.09489520480120403
KLLN	0.06907163726580462
PTEN	0.055691046147262065
MED6P1	0.05052052663172196
ACTA2-AS1	0.039450270769989505
FAS	0.0037487981433881714
IFIT5	0.02058128944331864
TNKS2	0.06886970506952146
CPEB3	0.07606656874117808
MARCH5	0.018259616828099262
EXOC6	0.012188847414241585
CYP26A1	0.012120475454817566
NOC3L	0.04412706784271673
RP11-310E22.4	0.09295631590073763
ENTPD1	0.015361717036938505
ENTPD1-AS1	0.009306413134316608
RP11-429G19.3	0.012898091213334736
CC2D2B	0.04929723895671091
CCNJ	0.013116141575504562
ZNF518A	0.0742526432489236
DNTT	0.09923957282765072
PIK3AP1	0.05504176769268523
LCOR	0.003935426738433123
SLIT1	0.08176896809028766
ARHGAP19	0.004044674606533306
RPL12P27	0.015403232284064493
MMS19	0.06826622410603404
RP11-441O15.3	0.03479067552315621
CUTC	0.0637504035638157
ABCC2	0.0031480593317959
ERLIN1	0.021373534255783685
CHUK	0.015083587915606343
RP11-316M21.7	0.0742526432489236
NDUFB8	0.013912003889134321
SLF2	0.009125297255617077
MRPL43	0.0662782995402151
TWNK	0.051939966349592644
SFXN3	0.005095483665414261
FBXW4	7.489856131081966e-08
FGF8	0.032513915824943056
MGEA5	0.09710945847596432
C10orf76	0.0042483691905981676
ELOVL3	0.052835972593575406
ARL3	0.07495850179717277
NEURL1	0.01031797116488325
SLK	0.015207137007286228
GSTO2	0.07333642281424242
CFAP58-AS1	0.0002732927479501045
CFAP58	5.147082067178511e-05
ADD3	0.028772606117469162
RP11-525A16.4	0.08163666941847289
SMC3	0.03665470707734442
BBIP1	0.0019239582766519775
RP11-348N5.9	0.09069191566455033
SHOC2	0.05815432657056937
ZDHHC6	0.04224546103764838
RP11-57H14.4	0.07853484220071393
TCF7L2	0.015826433855562892
CCDC186	0.054070020418100495
FAM160B1	0.016839181685395898
RAB11FIP2	0.030707062543671296
FAM45A	0.005454992102088241
PRDX3	0.07002751830372576
MCMBP	0.033778685839514475
FAM24B	0.059549587792475295
LHPP	0.004142488752687114
FAM53B	0.05489709703056528
UROS	0.012787304011396598
ADAM12	0.003277697225305943
MGMT	0.005326290253363295
CTAGE7P	0.028863740887942767
DPYSL4	0.04929723895671091
STK32C	0.008203960010596383
PWWP2B	0.0449513178158256
C10orf91	0.0767591217007222
TUBGCP2	0.002334896940326768
ZNF511	7.982836152298846e-05
FUOM	0.020089334067288665
ECHS1	0.06458772439238368
MTG1	0.026926614939227045
SCART1	0.0516450571425747
RP11-326C3.2	0.07454431046644043
IFITM1	0.06619587604294748
RP11-326C3.11	0.00931693049432641
RP11-326C3.14	0.0008765361089225662
RP11-326C3.13	0.013815282172437353
RP11-326C3.12	0.012029587772812662
RP11-326C3.15	0.006702886440361893
B4GALNT4	0.01224518445782613
SIGIRR	0.06895417802009196
PTDSS2	0.026668970432541978
RNH1	0.005593194396359025
HRAS	0.0507686053229507
PHRF1	0.054027566727109136
SLC25A22	0.046916128466439215
RPLP2	0.007659702523946458
SNORA52	0.06558090933322953
POLR2L	0.02015379007704779
CHID1	0.025867048413750458
AP2A2	0.0848846611840631
MOB2	0.06757948420633206
IGF2	0.06355798243752131
ASCL2	0.01002650241807984
TSPAN32	0.02381321096646603
TSSC4	0.0026664468783907823
CDKN1C	0.0666202986972484
CTC-343N3.1	0.02551350302378994
PGAP2	0.0121274966625884
RP11-23F23.3	0.06061644397016747
OR51B6	0.03927008910241874
TRIM5	0.08632438546385288
TRIM22	0.013461873079303197
RP11-290F24.6	0.05815432657056937
CNGA4	0.003284034618542586
TRIM3	0.018515187698531083
ARFIP2	0.013912003889134321
TAF10	0.05785233152179576
EIF3F	0.0004590290037738067
RPL27A	0.056430402265611745
SNORA3B	0.09407619786621754
NRIP3	0.09767886235530808
SBF2	0.03759694126574196
RP11-351I24.3	0.02155863820922585
RP11-351I24.1	0.04026091749211277
AMPD3	0.09471589291166596
RNF141	0.044151313091145526
LYVE1	0.040344662032761366
MRVI1	0.024648271476440962
CTR9	0.05012626900830891
EIF4G2	0.048553888988581234
RP11-685M7.3	0.037362133539841434
ZBED5	0.07410266892758742
BTBD10	0.0552198954369464
FAR1	0.04385452071850758
INSC	0.0025866344122632136
snoMBII-202	0.07747005843548294
RP11-531H8.1	0.06464626349122314
RP11-531H8.2	0.027911557801438187
RP11-396O20.2	0.05489709703056528
SERGEF	0.013465559456277254
UEVLD	0.08403758371019278
ZDHHC13	0.08989352986846731
CTD-3012A18.1	0.0002698547987641206
PRRG4	0.049371882492696126
HIPK3	0.03982701892459603
CD59	0.03718891406919887
FBXO3	0.08942638068490805
RP1-68D18.4	0.0032555035604307438
RP11-63D14.1	0.08854160701640401
ACCS	0.017208599486967527
EXT2	0.023410257265028534
CRY2	0.04267026549362392
PEX16	0.05767127605794972
PHF21A	0.07699837944339549
C11orf49	0.008095183301073118
MADD	0.018493558329159335
MYBPC3	0.07857037528292389
PSMC3	0.0028779120586108686
PTPRJ	0.06083391206618843
OR5M8	0.0384925001522773
LPXN	2.94709161754011e-07
OR10V2P	0.03138905489172454
AP000640.10	0.08325265775826757
STX3	0.013423943204768165
OOSP1	0.05644929422153327
PTGDR2	0.006135058584135396
PRPF19	0.0644856725008738
RP11-881M11.2	0.019848199643088895
TKFC	0.0062591537524058095
TMEM216	0.015343660862981437
CPSF7	0.041439868929507406
MYRF	0.04870258402343502
FADS1	0.06175756706135148
FADS3	0.06270127702711137
RP11-864I4.4	0.0966072901350712
EEF1G	0.021452547443382652
MTA2	0.0032555035604307438
EML3	0.03419322437629235
UBXN1	0.000613917291733321
POLR2G	0.09823170382302798
TMEM179B	0.04314093827835767
NXF1	0.02224808737121385
RP11-727F15.9	0.05489587429160445
WDR74	0.01723272155844431
HRASLS5	0.05057890864586101
RARRES3	0.07117995984831571
RTN3	0.0646469150251593
COX8A	0.07937618390231091
OTUB1	0.08230527829926106
FKBP2	0.006483160756776665
PPP1R14B	0.016211973557663423
PLCB3	0.008207161268371383
BAD	0.08599636348161176
GPR137	0.0635077789548904
CCDC88B	0.05025762236204983
NRXN2	0.09208290730222603
AP001092.4	0.05705192697287246
MAP4K2	0.0687508408562201
ATG2A	0.050850048187925295
MIR6750	0.0548352841941991
PPP2R5B	0.038237660287404135
SNX15	0.0001795148158925052
NAALADL1	0.025956594809511437
VPS51	0.003075453310352458
TM7SF2	0.0666202986972484
FAU	0.02673355682524469
SYVN1	0.09605031451081092
RP11-867O8.5	0.059859044512297684
SLC25A45	0.033315477864795155
SSSCA1	0.003514483854992506
RELA	0.014780451732186797
KRT8P26	0.0463268083620461
RP11-770G2.2	0.05426392091723553
MUS81	0.050784313287028496
EFEMP2	0.06280738159559712
CTSW	0.04979673469289905
FIBP	0.058211966780291724
FOSL1	0.01578369787012649
CTD-3074O7.5	0.0015856564261287275
DPP3	0.0021985061574947146
ZDHHC24	0.004897017704053205
CCS	0.046224007548226025
RCE1	0.0011282364583679464
RPS6KB2	0.0001478668428420632
TMEM134	0.006548959422247826
AIP	0.002950392600432437
PITPNM1	0.0005311141082096129
CDK2AP2	0.08621137610857205
NDUFV1	0.011299408677506588
NDUFS8	0.012496364939078469
KMT5B	0.020407685216149902
TESMIN	0.011515957611975096
MRPL21	0.08419139789576802
IGHMBP2	0.0548352841941991
RP11-757G1.5	0.02126723554914864
ALG1L9P	0.027236329521474634
RNF121	0.012898091213334736
IL18BP	0.03339333491919983
NUMA1	0.07627070380358789
RP11-807H22.5	0.07857037528292389
RELT	0.09503115279117431
LIPT2	0.05422391574788821
POLD3	0.01784615204277075
RP11-864N7.2	0.09047006845315612
RNF169	0.0480462114008504
GDPD5	0.07867090424434754
RP11-535A19.1	0.08678690236978073
RP11-672A2.4	0.07747005843548294
CAPN5	0.07284260872084845
AQP11	0.09086013510932711
INTS4	0.029623166897380707
RP11-452H21.1	0.08854160701640401
RP11-452H21.2	0.06149123712537002
PICALM	0.04870258402343502
SETP17	0.04550567518768365
ME3	0.07868900668615945
CTSC	0.09847918542660315
RP11-358N4.6	0.06477104719289753
TRIM51BP	0.07134392055831387
C11orf54	0.015647378880467556
ANKRD49	0.0966072901350712
PIWIL4	0.08989352986846731
BUD13P1	0.08538116959486765
CCDC82	0.0285815039267736
RP11-379J13.2	0.04040774526343603
CASP4	0.015757815386648995
CASP5	0.0037668420764742417
CASP1	0.03697230629374762
CARD16	0.03351886256555805
ZC3H12C	0.013912003889134321
CADM1	0.05328743414937503
ZPR1	0.033616441043886135
SIDT2	0.07002751830372576
PCSK7	0.032377294202204566
RNF214	0.0507686053229507
CEP164	0.03778476882857363
IL10RA	0.06460593195571887
AP002954.4	0.039718398982708396
VPS11	0.014780451732186797
C2CD2L	0.0007083911575841499
HINFP	0.009896476050625193
CBL	0.0772547365973177
OAF	0.02948931300545612
GRIK4	0.012578324793213292
SORL1	0.008125715536188774
RP11-716H6.2	0.049830641560599784
CLMP	0.0392749915666311
FEZ1	0.05489587429160445
ST3GAL4-AS1	0.015343660862981437
FLI1	0.054209565181719536
RP11-567M21.3	0.0839755069942702
RP11-283I3.6	0.09056579274639077
RP11-253E3.1	0.03927008910241874
RP11-320N7.2	0.06678349081888324
RP11-234B24.5	0.09723766625663316
GALNT8	0.048388441388170576
RP3-454B23.1	0.03389724923990845
IFFO1	0.017402035482698804
LPAR5	0.08493756656723281
PTMS	0.009896476050625193
LAG3	0.061613313944092196
CD4	0.060745781136547196
GPR162	0.0033160640181519613
USP5	0.07571546121138113
ATN1	0.018391123217149405
C1RL	0.07267823494086159
CD163L1	0.04668617498081817
CD163	0.0571268512535901
NANOG	0.0678420692655126
RP11-277J24.1	0.012898091213334736
FAM90A1	0.0735798368849054
RP11-113C12.4	0.06658202053931384
RPS3AP43	0.02682397706362929
OR7E140P	0.008560811548274306
CLEC4D	0.015587564085840732
CLEC4E	0.0463268083620461
RP11-561P12.5	0.02204391957024502
AICDA	0.0018539959826579036
M6PR	0.07084172519580562
CLEC7A	0.050072751678982876
KLRC3	0.06316212853282104
KLRC2	0.02733572818564203
KLRC1	0.07181874025059716
EIF2S3L	6.984356315829607e-05
LRP6	0.0766031370213886
RP11-253I19.3	0.050459668546287494
CREBL2	0.07041329515649836
RP11-392P7.6	0.037204107983224995
HEBP1	0.06731630527262353
H2AFJ	0.07730505948209164
WBP11	0.0860281672296092
STRAP	0.04165064388409934
PDE3A	0.04338712066610371
LRMP	0.07389346252775991
RP11-283G6.5	0.07699006099605968
RP11-582E3.6	0.051279197737280735
STK38L	0.036305254779334474
RP11-946L16.1	0.09467834566561838
FAR2	0.028772606117469162
RP11-996F15.2	0.019244947270346043
RP11-996F15.6	0.04175853233365542
ERGIC2	0.0018985468610904482
OVCH1-AS1	0.054258559764827706
IPO8	0.006642624485868406
ETFBKMT	0.014443203745724716
AMN1	0.00665272566465183
RP11-428G5.4	0.07479207870824162
RP11-428G5.1	0.04953917865519292
KIAA1551	0.015431758746112073
FGD4	0.08710183521766372
RP11-476D10.1	0.002786768498797828
AC079630.2	0.0389682129047281
AC079630.4	0.032513915824943056
LRRK2	0.00900124282955337
PUS7L	0.09803433051884727
IRAK4	0.012098714563253204
TWF1	0.03857656728047801
SCAF11	0.010822909950717214
SLC38A2	0.07451621184612525
RP11-474P2.6	0.07041329515649836
ASB8	0.059805417731723334
RP11-370I10.12	0.07179970591794259
RP11-370I10.10	0.039606832750162205
OR5BK1P	0.024886999950670372
RP11-370I10.11	0.06849982961866831
C12orf54	0.022671422325386402
CACNB3	0.09710490549597905
RP11-386G11.8	0.09542814141908829
BCDIN3D-AS1	0.05994581234974649
BCDIN3D	0.06570534106861275
ASIC1	0.07404339159268855
SMARCD1	0.0034697536326696115
DIP2B	0.03610043479545035
HIGD1C	0.08414095407580084
SMAGP	0.012883499228260204
GALNT6	0.07473641184777428
GRASP	0.019807189189059302
NR4A1	0.035443691942921185
ATG101	0.003323878023082495
KRT86	0.014370711571620445
KRT81	0.04464933813793998
RP11-845M18.6	0.07796262001473996
EIF4B	0.0204824215623024
ITGB7	0.06225350789929806
C12orf10	0.0003000057692927999
AAAS	0.020390411604140304
PCBP2	0.005785307821884743
TARBP2	0.016211973557663423
ATP5G2	0.0005780208569074115
RN7SL390P	0.0697631831541541
COPZ1	0.008885534225097596
ZNF385A	0.021331029460409927
RP11-644F5.15	0.02103398723599596
ITGA7	0.05209153293228847
ESYT1	0.09933490262194483
RP11-977G19.5	0.09500798009671219
NABP2	0.028246254547768513
ANKRD52	0.06061644397016747
CS	0.04889162213479373
ATP5B	0.015371405871776038
NACA	0.031133218500885945
TSPAN31	0.09710945847596432
RP11-571M6.18	0.06070391064056286
RP11-620J15.3	0.07237537602549983
KLF17P1	0.07451621184612525
USP15	0.046205112083490846
AVPR1A	0.07583788440966324
SRGAP1	0.06952786632834557
TBK1	0.027675103260448444
RASSF3	0.032513915824943056
GNS	0.04081998481970702
RPL7P39	0.0742526432489236
MSRB3	0.09106730156025401
RP11-366L20.2	0.049140307073868225
RPL21P18	0.062485587511609784
IRAK3	0.015503014468945324
RBMS1P1	0.012112231533825873
RP11-335I12.2	0.06940450259374134
PDCL3P7	0.007687790729364797
RP11-43N5.1	0.07797738455763019
MDM1	0.015077323357330266
RP11-637A17.2	0.04550567518768365
MDM2	0.04171746801571759
RP11-1143G9.5	0.07868900668615945
RAB3IP	0.07340490428761984
FAHD2P1	0.08359353712623818
BBS10	0.031181155885172316
OSBPL8	0.005149620533702485
ZDHHC17	0.05182096845510325
RP1-97G4.1	0.08981219390095133
PAWR	0.07466276497656915
PPP1R12A	0.02077289678793862
RP11-84G21.1	0.07464959657823109
LIN7A	0.013026071596816976
ACSS3	0.022850819553707987
RP11-13A1.1	0.006642624485868406
RP11-13A1.3	0.05253115018083429
RP11-1109F11.3	0.015361696663852342
GALNT4	0.013361051148865457
POC1B-AS1	0.04725671133890917
RP11-693J15.5	0.01738640067789773
RP11-511B23.2	0.006279846425706891
NACAP3	0.003965811081461256
CRADD	0.024648271476440962
RP11-74K11.1	0.028132613108326078
PLXNC1	0.008584658655306736
RP11-1105G2.4	0.06672006190170168
CEP83-AS1	0.06163748925778476
NDUFA12	0.09187595584210577
CBX3P5	0.0902132546596299
USP44	0.03982701892459603
RP11-256L6.3	0.056393077421215486
RP11-256L6.2	0.09284933570897974
CFAP54	0.06355798243752131
IKBIP	0.08569481396180305
APAF1	0.023525365535197282
RPS4XP1	0.0017984078909496308
DRAM1	0.02034999720424899
TXNRD1	0.07157165518293612
WASHC4	0.050850048187925295
APPL2	0.007315454292062872
RP11-651L5.3	0.04575424956608722
TCP11L2	0.08972992959413457
PWP1	0.06338273404825416
FICD	0.015049816235687049
SART3	0.08424563812324912
TMEM119	0.05417133715513451
RP11-689B22.2	0.05994581234974649
SSH1	0.011230376578951094
USP30-AS1	0.022789309401847917
UBE3B	0.02349378443173361
MVK	0.045605547346595894
FAM222A	0.07622740701359275
GIT2	0.09284933570897974
SH2B3	0.0697066066774585
ERP29	0.009992071281541682
RASAL1	0.029988553898342905
DDX54	0.059676290328847255
PLBD2	0.030506075671187426
SDS	0.04284780874107887
TESC	0.09863232580602131
RP11-131L12.3	0.06618773321244363
RPLP0	0.07997930656575471
RP1-278C19.8	0.076550478631578
GATC	0.046449745148199446
RPL29P24	0.013854059416727639
CAMKK2	0.05795131050931018
RNF34	0.06079077125956331
ORAI1	0.04533256797162177
RHOF	0.005429434495508538
DIABLO	0.007452333774826859
CLIP1	0.010459876338511163
ARL6IP4	0.022893940556488176
RP11-197N18.7	0.0558042861892267
RP11-972P1.8	0.045271881785256304
RILPL1	0.046188356159755264
CCDC92	0.07941265998855411
NCOR2	0.020537422735317435
RP11-21K12.3	0.020447669209125278
RNU6-1017P	0.09027283809001357
NOC4L	0.01825969050654928
