	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RP11-864N7.2	148.4095120928815	-0.31099000002021143	0.08168709329509309	-3.807088580037558	0.00014061239135483726	0.0031763501119956945
RNF169	545.9482019687898	0.1959580400284656	0.057970906998775544	3.3802824584511777	0.0007241137197343075	0.009195741271789699
RPS3	30421.6750750368	-0.13432399957998198	0.05200925339462172	-2.5826942479022863	0.009803215877020464	0.0506867443689081
GDPD5	1353.3801173611255	-0.24727257112624398	0.07961445967512006	-3.1058751404616767	0.001897168051332882	0.017335890379515967
MAP6	11.112052924556325	-0.2178524314812634	0.09736803654457589	-2.237412185892531	0.025259412822193312	0.09448832836526863
DGAT2	11814.661435714332	0.25142550672986175	0.10222101144283983	2.459626481689182	0.01390816806977644	0.0639609647538621
RP11-535A19.1	1.8735804496136492	0.38964625360181465	0.14804173370331128	2.6320027728309383	0.008488317010540638	0.04623073568902346
RP11-672A2.4	3.968208440660877	0.3270351407471095	0.13992468651847437	2.3372226079915555	0.019427612220573987	0.0793759577328277
LRRC32	110.17232025709323	-0.24239648300309877	0.08994372026912417	-2.694979508050308	0.007039296006675339	0.04107460184540251
CAPN5	390.71614117109436	-0.2809035369393109	0.09518332819018668	-2.95118422816688	0.003165580427810806	0.024350697124625842
AQP11	14.951320985319315	0.19985122494710972	0.06917700130593907	2.88898363869889	0.0038648918299734607	0.027745647090882838
FTH1P16	69.32555919633032	-0.19232254317164066	0.08375896357188123	-2.2961428242434145	0.021667716418672923	0.08512997027178233
INTS4	1008.1981829599713	-0.09514139194170544	0.030421546073468957	-3.1274344739723645	0.001763391228650984	0.01655050800569951
THRSP	19.25317162534295	-0.9698242665435267	0.18726168671961854	-5.178978591577125	2.2310406829680605e-07	3.2090697823631554e-05
KCTD21	654.7034666909655	0.2371155967116146	0.09946836300476732	2.383829285501061	0.01713354843449495	0.07331146741992851
RP11-452H21.2	2.9353706498416265	0.3699767983136793	0.15679793161500677	2.3595770333380446	0.018295781874967967	0.07648504876123907
RPS28P7	278.96546543036175	-0.20305359430882922	0.08318003233841625	-2.441133870719235	0.014641226177504024	0.06617235613103607
PICALM	13869.026746068957	0.13010481296579693	0.047037081949975086	2.7660051936080157	0.005674763101907512	0.035997959241298
SETP17	6.9773920513538386	0.2516474260211122	0.10571250013861344	2.3804888323627234	0.017289685098759385	0.07367942371998534
ME3	74.22953816306732	-0.1945559621799607	0.08253799567359191	-2.3571684845529757	0.018414889607171848	0.0767369519232668
RP11-736K20.4	3.050753044848635	0.3569104705806543	0.16003839768814607	2.230155236096133	0.025737138871540867	0.09581005064480531
CTSC	6889.1631355355585	0.15216122876536362	0.0520946498031109	2.920860958667528	0.003490655744370243	0.025908109172623033
C11orf54	451.13707238114387	0.2517582510647317	0.0715334238471123	3.5194491962640044	0.00043244384894356407	0.006547534420561496
PIWIL4	212.2006392523133	0.2121473181824566	0.06442296447278423	3.293038746642577	0.0009911081512015908	0.011398071275640615
AMOTL1	79.13282016388126	0.1964533283543178	0.057662010885306016	3.4069801822395323	0.000656858961558681	0.008626964480273171
SESN3	2544.3287738980225	-0.23840312063055802	0.0818369175603198	-2.913148829864437	0.0035780402527313612	0.026322498331315874
CCDC82	286.25044111071935	0.18046883148750084	0.07176664821941288	2.5146615588866807	0.011914669869433622	0.05762336894317735
TRPC6	9.401927540979958	0.2557330492439638	0.09734913326286039	2.6269679109873323	0.008614945773322991	0.046686123520116446
RP11-315O6.1	5.471904270807263	0.2662602731469274	0.09966802948038768	2.6714712283874458	0.0075519546305042335	0.04282234264262728
RP11-690D19.3	27.465886073326086	0.15905019250934518	0.07143533687902846	2.226491810050358	0.025981256958138653	0.09634329436084432
CASP4	9040.119889938733	0.2377381663837178	0.06519116728346806	3.6467849294670662	0.00026554199975788086	0.004788781214666859
CASP5	511.72044672831873	0.41313563957810884	0.11173033313787668	3.697613960107808	0.00021763552465744036	0.004214420092350215
CASP1	6851.022858249374	0.15688161024795297	0.05814401697077919	2.6981556903231376	0.006972482310879183	0.04086134072330596
CARD16	1032.9747483391038	0.20442474834913263	0.07962949167822525	2.567198961600715	0.010252376748649716	0.0521286200228938
ELMOD1	2.962709371792396	-0.44129523845552077	0.1961178267547734	-2.250153623246694	0.024439195098588506	0.09236291668207564
ACAT1	465.32516366125657	0.13236700191739517	0.05760140156400074	2.2979823115991826	0.021562795886138898	0.084934400749694
ZC3H12C	30.764043640295156	0.24682190830815862	0.07565546505558625	3.262446514958456	0.0011045501367308937	0.012204231196077532
COLCA1	6.730165913122287	0.39383608778905144	0.12566033295184872	3.134132136510922	0.0017236322013871347	0.016321896781352808
SIK2	553.302086336991	-0.12972172908599597	0.05120991091234175	-2.5331371754980463	0.011304670370780959	0.05576892860395392
BCO2	37.70943230408524	0.14899994516474016	0.0626058015786749	2.3799702488833443	0.017314035866611826	0.07370785055702592
NNMT	233.9238532696815	0.3059208011894196	0.12320767430019527	2.482968718685852	0.013029252868907425	0.06121595252870968
RBM7	639.233703752208	0.09660734886036065	0.039090387542931176	2.4713837578167075	0.013459129976659432	0.06259335173494605
CADM1	60.871154068750066	-0.29380644385668875	0.10104459546585458	-2.907690831975007	0.0036410811348546834	0.026651776289676663
ZPR1	876.4920609802857	-0.13018439824980663	0.03773844735878042	-3.4496490280095546	0.0005613158103457211	0.007824014946657784
APOA4	4.494304112995376	1.1844998317505102	0.2731550837619022	4.3363638539599325	1.4485908091522228e-05	0.0007030081859782037
SIK3	3298.519660764263	-0.1042263807403941	0.04097715587054444	-2.543524032504047	0.01097405075273261	0.05465736541989914
SIDT2	2998.9146896760913	-0.09312862430529711	0.039870109756810636	-2.3358005501700134	0.019501638941022408	0.07954341669482394
PCSK7	1099.6571390597214	-0.15942776070579756	0.04315614894724239	-3.694207305213797	0.00022057380116056191	0.004257591471552738
AP000892.6	267.9650396169466	-0.16517564384608646	0.06514635000144943	-2.5354550767988	0.011230133129960056	0.05550591001157117
RNF214	310.0654721862692	-0.0899839483029725	0.03275049212562456	-2.747560188036609	0.006004048785007513	0.03722634973763292
CEP164	791.37255326099	-0.11777417585321562	0.03327062277334692	-3.539884920566154	0.0004003015434445932	0.006228751559556562
RP11-728F11.4	6.253362468323068	-0.31898447102659977	0.09949313065830181	-3.206095425041119	0.0013454936098475693	0.013841598846329347
IL10RA	7675.322066397151	-0.09603326847903805	0.03506233290019604	-2.7389298011742143	0.006163953316522212	0.03774729759902561
SCN2B	22.73058931040694	0.3974661907334303	0.1340180307265677	2.9657665358802854	0.0030192959339064704	0.023551158856773224
CD3E	6629.602221817246	-0.21923339646137285	0.09224219435551818	-2.376714886209314	0.017467583830753995	0.0741068761774899
UBE4A	900.5476768129963	0.11656667227651986	0.0468900629529737	2.4859568304146915	0.012920363775699457	0.060860036668450565
KMT2A	1569.767728329976	-0.15943554546694905	0.06844390347267404	-2.329433848415777	0.01983609365474376	0.08038875437500541
TTC36	6.413765373876565	-0.7909374703053768	0.21523069798622205	-3.674835781817743	0.000238002446968974	0.004439675333029838
RP11-158I9.5	6.114679716013891	-0.3455274204367609	0.1362926977016819	-2.5351865966660436	0.011238744295750192	0.05550591001157117
BCL9L	1080.7116529533155	-0.3083795172649385	0.08517788415419032	-3.620417674460018	0.0002941278279043445	0.005089290985444485
CCDC84	506.92876720589027	-0.08871333348682728	0.03883566732768806	-2.2843262287288857	0.022352365539209895	0.08682404945171868
RPS25	8821.164870608976	-0.15052314721993015	0.058329384823339304	-2.5805714851239343	0.009863693250245477	0.05089881566181267
VPS11	1715.210528019641	-0.09989286409448621	0.02771991043569039	-3.6036503193700984	0.00031377913961277287	0.005288812022299652
C2CD2L	1244.2124321448293	-0.15805984008426555	0.031872786586073606	-4.959084442065311	7.08261784929456e-07	7.54962796373242e-05
HINFP	729.9617157555338	-0.10145103700459437	0.027789765012921918	-3.650661923820544	0.0002615653467281037	0.0047349475237505175
CBL	5687.453917736392	0.17423555726225218	0.0609672051214954	2.857857054707292	0.004265124813478092	0.02964727370346911
THY1	21.162243015862302	-0.31226950681949683	0.1294362352900821	-2.4125354551580047	0.015841996558237887	0.06977667438130346
OAF	326.4689165191295	-0.22977522671558623	0.05670522250795462	-4.052099904613782	5.075998001881696e-05	0.0016400487725430212
GRIK4	50.15869874514616	-0.822659354370717	0.16241996469792613	-5.065013749391741	4.083708750394347e-07	5.058334710261683e-05
TBCEL	383.9259900896149	0.28163789180799403	0.07998505751228205	3.5211313283702688	0.0004297097399495163	0.006514399657634667
RP11-730K11.1	17.47746459761453	0.1692379832369639	0.06865264625366826	2.4651341568340657	0.01369619600246296	0.06338371133007349
SORL1	38566.06080807922	0.26575552442856315	0.07025748866107	3.7825935639487143	0.00015520272467766424	0.003402915938593746
UBASH3B	933.4192717289686	0.09743952509335818	0.04120212664202816	2.3649149457728518	0.01803421213154831	0.07578368234160138
HEPACAM	2.231248254321493	-0.4777716991998041	0.21373332363580932	-2.2353636347970833	0.025393485489165205	0.0948561096722149
FEZ1	198.71802060875834	-0.26301084301913613	0.11360485386942602	-2.315137373632229	0.020605415261338966	0.08252531469239427
DCPS	462.0797166451104	-0.09410029719764934	0.034697271371221965	-2.7120373873461547	0.006687104995112405	0.03965921658427692
ST3GAL4-AS1	1379.0348548852355	0.3335332101032829	0.11375320580616714	2.932077454341075	0.003367027616313373	0.02533538957139126
FLI1	4249.4011405413785	0.14822559628812412	0.04909419969401638	3.0192079148239976	0.0025343653884575775	0.020938768989689126
PRDM10	432.9034956507095	0.1095756255929304	0.04761842365723737	2.301118289460142	0.02138494580869014	0.08441614501320559
MIR4697HG	107.05357729687098	-0.2096880592088178	0.08869990382553183	-2.3640167594912334	0.018077994750230388	0.07588753176006521
IGSF9B	51.106293324627934	-0.3052627269072482	0.10892680795113238	-2.8024572889733226	0.005071493117368196	0.03332123384538269
ABC7-42389800N19.1	1129.9148563661554	-0.17011285055249595	0.06045003905707717	-2.8141065449415956	0.004891301375886911	0.032468613553531214
IQSEC3	35.14187426006168	-0.2741567139076602	0.11761507472389916	-2.3309657758687976	0.019755164390433625	0.08022007825686797
RP11-283I3.6	181.57327940732418	0.19365576146364508	0.08389267408912364	2.308375118164838	0.020978281675569675	0.08342745362551252
RP5-1154L15.2	17.298501259359462	-0.33730141481599313	0.12812634765835998	-2.6325687181483075	0.008474187831922718	0.04616431276815394
WNT5B	49.45422403184767	0.25337711812832275	0.09178970635850728	2.760408853893661	0.005772906417918375	0.036407735483528006
ADIPOR2	2511.890735058786	-0.05829037748532403	0.02637202782613977	-2.2103107834410447	0.02708360074417793	0.09898174938497813
ITFG2	554.8986401123022	-0.13063261672548387	0.04686310489814998	-2.7875365281364632	0.00531104663388603	0.03439944678769401
RP11-253E3.1	7.466473540175119	-0.21195114597066717	0.09497398664516282	-2.2316757825755875	0.02563639895611713	0.09556913315772189
CCND2	2005.7020698549204	-0.21058710256981902	0.07273640284895237	-2.895209198166336	0.003789059229574407	0.02743394274561936
RP11-264F23.1	1.8474133434835451	-0.3161980247590577	0.1369005810655591	-2.309690888803726	0.0209052735996281	0.08330360776674234
NDUFA9	1024.3593836646091	-0.09436026763325159	0.03496207543296541	-2.69893209898747	0.006956236773628833	0.04078930880253823
GALNT8	12.65738906192608	-0.23268860866342064	0.09194401831823502	-2.5307639683317182	0.011381440883838736	0.05600879307160295
KCNA5	2.927056197852549	-0.38514264477438215	0.15267466132307267	-2.522636313300131	0.011647879635736602	0.05679743538216145
PLEKHG6	34.19525731365251	0.3754480231181345	0.10997522819537202	3.4139326580995824	0.0006403240057155791	0.008489181723748409
TNFRSF1A	19075.663720262233	0.1733413650655138	0.07647260074875702	2.266712042853222	0.02340782225694966	0.08961176399377697
TAPBPL	1479.7086687123553	-0.08982420506328412	0.04032697489760775	-2.227397549440601	0.02592071606264255	0.09617854505481215
IFFO1	2253.6667880314567	-0.09699247288677748	0.026250958571174005	-3.694816424467038	0.00022004570983763676	0.0042508344771790075
LPAR5	303.00978988980285	0.15052882284305563	0.0538568579548933	2.7949796657118013	0.005190297973574963	0.03385106383912848
PTMS	2355.856824593858	-0.4027878638008414	0.07968196882351866	-5.054943668534906	4.3051782144529465e-07	5.298697949819226e-05
LAG3	610.0890524791758	-0.3557822471001934	0.14103075165368723	-2.52272814920427	0.011644838444894503	0.05679743538216145
CD4	4564.122802040561	-0.23920435766092846	0.07112359117150759	-3.3632210314593163	0.0007703865491413462	0.009600479975912278
GPR162	327.8292618659147	-0.3008987705014111	0.06950897852220152	-4.32891947053002	1.498427082947931e-05	0.0007155588691909549
USP5	1082.177662140231	-0.12390518000686876	0.04253360742150607	-2.913112419056634	0.003578457493967053	0.026322498331315874
RPL13P5	42.58613828321859	-0.1108385853232568	0.04648976716715462	-2.3841501491013086	0.017118616214518496	0.07327750252469353
ENO2	912.6035463497657	-0.2684365426594203	0.08478897509741531	-3.1659368727008386	0.0015458433755935247	0.015135394781260008
ATN1	1485.91318169401	-0.2780417786273038	0.07746790261062554	-3.58912232366502	0.00033179313744942965	0.0054749307138079
PHB2	4199.24192703918	-0.06182668169176614	0.02673128002899744	-2.312896412917678	0.020728335098277876	0.08279198011736047
LPCAT3	763.2212696875947	0.18557110750972236	0.06328757415666707	2.9321886639286405	0.003365822081725142	0.02533538957139126
C1RL	5018.6683214166815	0.24906082740438643	0.09199801609813178	2.7072412859286006	0.00678449277316709	0.040078923201137324
C1RL-AS1	338.1639339689632	0.22676852513232837	0.06977590967533444	3.2499544067211255	0.001154235120398101	0.012504388371027884
RBP5	102.01215148024403	0.266458716788217	0.08943251553110894	2.9794389121877014	0.0028877680395286544	0.02282397798074336
RP11-273B20.1	120.6643964658569	0.20161804242974257	0.06969006572172935	2.893067187435269	0.003814996796513903	0.027559487889706476
ACSM4	2.9107756086201357	0.4501193430825129	0.18366327628838625	2.4507857650091136	0.014254476464462882	0.06496547710287846
CD163L1	245.110531365171	0.5530848758233182	0.17514907211810632	3.1577950664241183	0.0015896726793533655	0.015429518115821264
FOXJ2	1725.9965940310765	-0.08650777285531917	0.0325123334481335	-2.6607678896171474	0.0077962680870394254	0.043634869795812034
FAM90A1	38.843286945059525	0.4421722012990995	0.1457627211967678	3.0335067681825385	0.0024172928885436815	0.020230530073521727
RP11-113C12.4	2.2529362129682804	0.39958493896043396	0.15368788010907725	2.5999769056404163	0.009323003446224828	0.04920542733985637
RPS3AP43	7.455304223074958	0.3732471939626407	0.11572172432402301	3.225385692642649	0.0012580306158970188	0.013234204906072848
OR7E140P	4.735656146412798	0.4101233973935356	0.10257555834681868	3.9982565437944344	6.381076867554375e-05	0.0018879922226343966
RP11-561P12.5	66.93013976711039	0.4619870494631842	0.13748011032817495	3.3603919022205306	0.0007783198165055903	0.009654366251544526
AICDA	10.47674246771077	0.4634445900219183	0.1374160065420607	3.372566280188515	0.0007447115998610129	0.009368534704890097
MFAP5	29.298188891778892	-0.316684937637514	0.12595149592613644	-2.514340423739247	0.011925525817157834	0.05764519007268544
RP11-20D14.6	8638.515423826771	-0.4027437918617677	0.1332780514125293	-3.0218313337668308	0.002512505021647259	0.020815242233908314
M6PR	2276.5164833369395	-0.07918059323038946	0.02666536095836703	-2.96941764088681	0.002983647802725139	0.023349904485633607
CLEC7A	5973.613096781291	0.22296242813380227	0.06529531595443147	3.4146772226265676	0.0006385763604827664	0.008475423990687613
OLR1	870.9917599760288	-0.5003513365537631	0.17281805699420957	-2.8952491727790215	0.003788576704697224	0.02743394274561936
KLRC3	111.49111039615796	-0.30138805319179596	0.13311701182663038	-2.264083673875727	0.02356896891671335	0.0901189746306786
KLRC2	44.725757522519636	-0.4008000031877379	0.1320605726928734	-3.0349709607867457	0.0024055884763278935	0.02018209277908683
KLRC1	102.59433215672922	-0.3474405318866664	0.11469898324383626	-3.029150931077127	0.0024524212882499523	0.020481449142897557
EIF2S3L	20.201635383081644	0.4979950471053236	0.11975565405732243	4.158426180587286	3.2044775276059205e-05	0.0012164278207733954
RP11-291B21.2	168.71998578427818	-0.3380657790993223	0.1296087368947725	-2.608356405585474	0.009097817363060721	0.04842367034725832
YBX3	24272.169705338863	-0.3865212041925759	0.106392541751551	-3.6329727425366376	0.00028017462486004815	0.004951687281852975
LRP6	72.11633298994157	0.1939385475482555	0.07437222904031762	2.607674262971469	0.009115965638069446	0.048435338445600086
BORCS5	503.6830493296636	-0.15308482622524267	0.050752547336882774	-3.0162983782686554	0.0025588132700135836	0.021061028558033674
CREBL2	797.9268517858056	-0.1185061205559213	0.040219383607778644	-2.9464927088788495	0.003213999960451814	0.0245665875142627
GPRC5A	77.9118397170373	-0.4752456854552403	0.14298933413384357	-3.32364430070282	0.000888494425138393	0.010565030572225801
RP11-392P7.6	14.661785831015127	-0.26988580721328304	0.10632351361005474	-2.5383454520050837	0.011137798370240166	0.055265422212432344
HEBP1	807.1771627278864	-0.23466645619000445	0.058876932286218084	-3.9857113317185378	6.727826589984533e-05	0.0019437374834316839
RP11-174G6.5	68.94612204610694	0.15935531267299444	0.06773713696977124	2.3525545926765288	0.018644952622417884	0.07731600100129764
H2AFJ	1467.9136696636317	-0.17604860995840718	0.05672512447515128	-3.1035385393561565	0.0019122132808477744	0.017420036820603703
WBP11	1655.6411325392305	-0.133485890935652	0.04211951224201661	-3.1692173966462085	0.0015285002072386196	0.015031301255451615
MGP	290.2607607326637	-0.31921998575477933	0.10703011193453096	-2.9825250108123065	0.002858812890701298	0.022670167848314476
ERP27	319.8866884348283	0.17753789637622025	0.07654175060920912	2.319490930938543	0.02036843230611083	0.08188871159673486
STRAP	1442.0653032235864	-0.07288194785360373	0.0231232788102065	-3.1518863934397574	0.0016221937498860964	0.015612334440022836
DERA	459.34252005207856	0.12579205837000654	0.055867918703422344	2.251597361945413	0.02434772792901235	0.09211704955807763
RP11-662I13.3	12.524962102558112	0.46684565148403623	0.14401366101269816	3.241676159061555	0.0011882896836050674	0.012750817522204754
LRMP	2896.1992214383126	0.2057578084014588	0.06367078475995036	3.2315890117767596	0.0012310397573466578	0.013037499226005979
ETFRF1	191.58147020822764	0.10811116299957635	0.03845942355943504	2.811044810188114	0.0049380908058897196	0.032706461628912296
BHLHE41	44.6655032752938	0.24685478502678657	0.09270118989611255	2.6629084837360697	0.007746847986333414	0.04349200314358874
SSPN	23.467171437063794	0.17653913899759383	0.07736567441718259	2.2818794035922627	0.022496461153045363	0.08722767180111467
INTS13	340.1311068028657	0.09744106821891917	0.041980421976696554	2.321107402708076	0.020281047961259426	0.0816749168782242
RP11-582E3.6	134.23515868145523	0.12296284424839739	0.052546006987761684	2.3400987305664587	0.01927864270930665	0.07888880068039672
STK38L	1239.9664835831854	0.15352527420714143	0.04852416822965368	3.1638929590826117	0.0015567403883618757	0.015215018523502459
RP11-946L16.1	2.2124628690956474	0.5237831193726561	0.1834236276588793	2.855592412264127	0.004295661971559429	0.029746960816393414
FAR2	1452.8068860328065	0.1824026108458193	0.0749348300117218	2.434149924905237	0.014926810980744873	0.06695597472295897
RP11-996F15.4	17.309144498974135	0.3451745596758444	0.10820351819303528	3.1900493203931903	0.001422485153108086	0.014367461083232558
RP11-996F15.2	64.63320894535738	0.3544597757335565	0.07909802788182477	4.481271976377615	7.419948144202215e-06	0.00043883479239588576
ERGIC2	544.1735917087432	0.21941332506290154	0.058686166277335965	3.738757171937416	0.00018493224895149102	0.003782361547892215
OVCH1-AS1	15.90867491626647	-0.3733694091553455	0.16764767827320662	-2.2271075448291326	0.025940087090324335	0.09622051568365297
IPO8	873.6945139456253	0.16981548730103188	0.04720567873999905	3.5973529421395902	0.0003214721404409892	0.0053673497052511634
ETFBKMT	105.93432463019556	0.21731540803390734	0.059931616890252636	3.6260561504932767	0.00028778280347087153	0.005019276843297297
AMN1	265.88624872025616	0.2602097912713766	0.06647441397235491	3.914435280010013	9.061603849267251e-05	0.0023860007537844993
RP11-467L13.7	549.4067516883546	0.14590479401891787	0.06500218624591221	2.2446136421772023	0.024792946211091082	0.09332600794357596
RP11-428G5.5	55.61491581945272	0.3149058002069399	0.09112529032997303	3.4557453706499826	0.0005487734607300139	0.007707684659912084
RP11-428G5.7	6.502161912255784	0.40432574525375403	0.15327806358009555	2.6378578630886302	0.00834315434610026	0.04573220760372725
KIAA1551	7770.276237560128	0.28615451206354825	0.07957538479873558	3.5960179493608315	0.00032312551369530164	0.005371145703579101
FGD4	2462.539969850413	0.19689550585992008	0.06473418122821582	3.0416003126042295	0.002353241392614657	0.019925172647610328
YARS2	203.38325980162412	-0.08151640777682204	0.03161392519959395	-2.5784968890186732	0.009923119326000035	0.05108492742050986
RP11-476D10.1	99.5273017094144	0.49847380501947464	0.1232133256446157	4.045616027419169	5.2185710270602515e-05	0.001656426045592675
AC079630.4	217.62472137438178	0.33141635333406605	0.10604363948541379	3.125282713251765	0.001776342488096752	0.016645596449870074
LRRK2	8615.586222396058	0.32410847972580087	0.09271982745938022	3.495568192982133	0.00047305355742344364	0.006980902219159187
CNTN1	7.929525261989893	-0.42858135449255114	0.1445424079589552	-2.965090733885191	0.003025936687352561	0.02358038194644814
IRAK4	2789.9422720063194	0.23399900387854938	0.06031636809944654	3.8795274193688813	0.00010465960354810607	0.00264439931631548
TWF1	390.71856830783315	0.18686278741026124	0.07051807373264986	2.6498566611263494	0.008052592709335542	0.04468318757164879
SCAF11	3123.2370694587316	0.13837626589374916	0.03913505903445807	3.535864498681607	0.00040644310967276434	0.0062853899803475355
SLC38A2	3912.5049010207726	0.20402641690500342	0.07485286541129893	2.725699487707333	0.006416538889581981	0.03875732331559549
RP11-474P2.6	12.228317741200133	0.2869909603736979	0.09835253766897407	2.917982262334966	0.003523043899818244	0.02607554841784259
SLC48A1	1143.3886622390844	-0.14963940898106715	0.061249572886891396	-2.4431094280021157	0.014561321356771642	0.06589080636974089
RP11-89H19.1	12.616228761535984	0.2390658354813361	0.08869428221978233	2.695391737755277	0.0070305920592389866	0.04106395464737018
ASB8	1564.2636196920528	0.15574994066447795	0.053088833752590193	2.9337608241748003	0.0033488215450747307	0.025231875049463347
RP11-370I10.12	25.07440358313229	0.2276016703452316	0.08807159315945388	2.5842801541373057	0.009758249390733739	0.05058569706959389
RP11-370I10.10	1.689211069267605	0.48485830639174715	0.16591719105801142	2.9222909530949144	0.003474667846023409	0.025853737662667794
H1FNT	7.564645408362558	0.3038166699603124	0.10547442685191559	2.8804770884118303	0.00397073811018937	0.02826758727260002
ZNF641	2090.7311577128044	0.24750498483651026	0.07211958799599491	3.4318690901320066	0.0005994368355630741	0.008160064608175326
RP11-370I10.11	2.861320310682444	0.3954259466967151	0.17688767183365964	2.235463571868157	0.025386930592461613	0.09484646248727992
CACNB3	173.26901872204508	-0.18545689051539566	0.07909324048421178	-2.344788118175733	0.019037895023144652	0.07830918868085761
RND1	29.437908320788253	-0.45363809128896926	0.1305612140276761	-3.4745241507390396	0.0005117602938869719	0.007343299491665555
LMBR1L	2287.490310269178	-0.09003568503685463	0.03389615574513423	-2.6562211276651686	0.007902177903860275	0.04404655549068339
DNAJC22	2.4793950263927504	0.43120388873695514	0.18522894570842696	2.327950888495165	0.019914711624413876	0.08059382533154748
FAIM2	26.43672242594297	-0.41395257399797	0.12893201834007587	-3.21062664904627	0.001324458904530534	0.013692799843927933
ASIC1	13.859155508965895	0.2816653647955485	0.10168002025513187	2.7701151523062624	0.005603647764174334	0.035670034034974825
SMARCD1	1737.1117467825252	-0.13239809811427053	0.030043959236970553	-4.406812599830325	1.0490287238890186e-05	0.0005656815467913322
DIP2B	2426.703478940811	0.15306268249503088	0.04779316219221725	3.2026063033752545	0.0013619002547514568	0.013932898808417457
LETMD1	1145.0871085149406	-0.08791685624968676	0.030690095559088974	-2.8646654449288573	0.004174500227475411	0.029221501592327878
CSRNP2	542.3315203251797	-0.06078085224012532	0.02667178981595502	-2.278844151799903	0.022676331267481375	0.08766884094456814
TFCP2	667.4067818464799	0.08303370309292048	0.034858150042538914	2.382045604588621	0.017216765152935975	0.07346045417381206
SMAGP	167.68340721805941	-0.19507903635061813	0.0546738221138951	-3.5680519270124282	0.00035964523989920886	0.0058258136995070625
BIN2	20967.69848791543	0.1202687763330767	0.05182360732228335	2.320733398297478	0.020301237013931536	0.0817148746091779
GALNT6	551.9946691984287	-0.13937169448084719	0.052256653254213005	-2.667061241041318	0.007651772736913118	0.04314082116629859
SLC4A8	106.93824725051746	-0.1728747200483199	0.06150868790740759	-2.8105740169349365	0.004945321268190441	0.032736189609255104
HNRNPA3P10	3.0573573104548566	-0.38528945763086886	0.12076171782482259	-3.190493349802884	0.0014203010966129914	0.01435539041716451
GRASP	540.6726492323999	-0.5348397285002044	0.1147770468456193	-4.659814337439696	3.164947283921099e-06	0.00024066702642733782
NR4A1	1970.0810527164883	-0.6814730320359286	0.16489051236948174	-4.132882009056434	3.582426564904849e-05	0.0013241114410252799
RP11-1100L3.8	5.366230442273659	-0.48519380713007954	0.19976974553529375	-2.428765205812205	0.01515034018182499	0.06755366395923931
ATG101	357.46404582581687	-0.1814504893599446	0.037822697913749107	-4.797396784695908	1.6074099019906348e-06	0.00014761587011473225
KRT80	21.265694672812636	0.2922500187372262	0.10130756651544802	2.884779773015889	0.003916875562712351	0.028042949868330672
KRT86	66.06072400280698	-1.0041746672223364	0.18512546439413233	-5.424292495409747	5.81845380019773e-08	1.1025969951374698e-05
KRT81	16.423926200664912	-0.6856703713566199	0.1646877582481116	-4.163456826727934	3.1346531883331454e-05	0.0011956248271218933
RP11-845M18.6	2.8633325373469045	-0.7688887868508084	0.24395823394472696	-3.151723040530838	0.0016231014739109763	0.015614340810867197
KRT73-AS1	32.40222288170402	-0.287767921335368	0.11703383317476396	-2.45884385334667	0.013938522664478438	0.06402656899956746
KRT73	106.36594001647364	-0.38867414479044887	0.1265703024343398	-3.0708162761330153	0.0021347446266985486	0.018773958545738947
KRT77	13.403742644774015	-0.5338730184436489	0.16678697514961363	-3.2009275182594235	0.0013698598625220956	0.013995782600530627
EIF4B	8213.439981532869	-0.13745805077469966	0.03399895289588246	-4.043008359570595	5.2769738473514736e-05	0.001656426045592675
RP11-983P16.4	94.5817300263951	-0.26783989211967013	0.09795640627601461	-2.734276422564645	0.006251753625831952	0.038167507369979425
SOAT2	18.606967747065344	-0.4734334703279556	0.11883700714262954	-3.983889208516799	6.779648964152895e-05	0.0019526861075642786
EIF4A1P4	4.403120349105079	-0.23856850287957707	0.10326251018820556	-2.310310900294441	0.02087094788874918	0.08322238188705147
ITGB7	1254.5777859280308	-0.305327172765058	0.09505114287278069	-3.212240942475748	0.0013170386839744196	0.0136429208925194
RARG	368.66837599704087	-0.15178443280488854	0.053946666906581765	-2.813601683079517	0.004898988956234325	0.03250157246679827
PFDN5	4594.246775579857	-0.1995720902653245	0.07669699717856851	-2.6020847961058253	0.009265893863961674	0.04902515870374153
RP11-680A11.5	50.64440028134259	-0.11792026508233432	0.04800997316119931	-2.4561618621698185	0.014042988990852753	0.06433316349474122
C12orf10	855.1121538614656	-0.2222466805288982	0.04140772199356958	-5.367276194604766	7.993460229828861e-08	1.4272543028349163e-05
AAAS	923.4328229509263	-0.1267184792942634	0.036763319055214704	-3.4468726586939917	0.0005671158228574778	0.007849869276735071
PCBP2	22818.1759107706	-0.17529365083421994	0.03725183516065186	-4.705637992819695	2.530732517057175e-06	0.00020142100103258056
PCBP2-OT1	10.88060645376998	-0.3398935561428382	0.12536764439994558	-2.711174464270191	0.006704533917762277	0.03973297501970958
MAP3K12	422.9253197975158	-0.12181845765561121	0.04653345171679873	-2.6178685045114403	0.008848089417607383	0.047496814528824524
TARBP2	385.29058820321643	-0.13908415812070565	0.03640337973244581	-3.8206386094624603	0.0001331065729447384	0.0030618358788068577
ATP5G2	4705.363349294871	-0.18854374191459347	0.03776310893692907	-4.992802426026262	5.950942608199806e-07	6.680483430578055e-05
